std_name,Collection,Y_2046,Y_1088,DSM70459,CYC1058,Y_27106,NCYC1006,NCYC777,NBRC1802,NBRC815,Y_5509,MS300c,BY4741,Killer,Killer_Y_2046,Only_Y_2046,KHR,KHS,Func_KHR,Func_KHS
ARN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ARP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ARQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
ARR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ARS,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ART,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ARV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ASA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ASB,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,mutant,1,1
ASC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ASD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ASE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ASG,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,mutant,1,1
ASH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ASL,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ASM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ASN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
ASP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ASR,Liti1011,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,mutant,mutant,1,1
ASS,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
AST,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
ASV,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ATA,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ATB,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ATC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
ATD,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
ATE,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ATH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ATM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ATN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
ATP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
ATQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
ATR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
ATS,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
ATV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
AVB,Liti1011,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,missing,truncated,0,0
AVC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
AVD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
AVH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
AVI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
AVK,Liti1011,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,mutant,mutant,1,1
AVL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
AVM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
AVN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVS,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVT,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
AVV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,mutant,0,1
BAF,Liti1011,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,truncated,mutant,0,1
BAG,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BAH,Liti1011,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,truncated,truncated,0,0
BAI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BAK,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BAL,Liti1011,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,missing,truncated,0,0
BAM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BAN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BAP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BAQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BAR,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BAS,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BAT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BAV,Liti1011,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,mutant,mutant,1,1
BBA,Liti1011,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,missing,mutant,0,1
BBB,Liti1011,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,mutant,mutant,1,1
BBC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BBD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BBE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BBF,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BBG,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BBH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BBI,Liti1011,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,missing,mutant,0,1
BBK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BBL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BBM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BBP,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BBQ,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BBR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BBS,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BBT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BBV,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BCA,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BCB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCF,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCG,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCK,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BCR,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,mutant,1,1
BCS,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BCT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BCV,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDA,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BDC,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
BDD,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDE,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDF,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,canonical,1,1
BDG,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
BDH,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BDK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,canonical,0,1
BDL,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BDM,Liti1011,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,missing,truncated,0,0
BDN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BDP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BDQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BDR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BDS,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BDT,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BDV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BED,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEF,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BEG,Liti1011,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,truncated,truncated,0,0
BEH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BEI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BEK,Liti1011,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,missing,truncated,0,0
BEM,Liti1011,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,missing,truncated,0,0
BEN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BEP,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BEQ,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BER,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BES,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BET,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BEV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BFA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BFB,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BFC,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,truncated,mutant,0,1
BFD,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BFE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BFG,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BFH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BFK,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BFL,Liti1011,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,missing,truncated,0,0
BFM,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BFN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BFP,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BFQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BFR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BFS,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BFT,Liti1011,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,mutant,truncated,1,0
BFV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGE,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BGF,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BGG,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGI,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGK,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGQ,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,truncated,1,0
BGR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGS,Liti1011,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,mutant,truncated,1,0
BGT,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BGV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BHA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BHB,Liti1011,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,mutant,mutant,1,1
BHC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BHD,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BHE,Liti1011,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,mutant,mutant,1,1
BHF,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BHG,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,canonical,1,1
BHH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BHI,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,canonical,1,1
BHK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,truncated,canonical,0,1
BHL,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,canonical,1,1
BHM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BHN,Liti1011,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,missing,mutant,0,1
BHP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BHQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BHR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BHS,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BHT,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BHV,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BIA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BIB,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BIC,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
BID,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BIE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BIF,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BIG,Liti1011,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,mutant,mutant,1,1
BIH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BII,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BIK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BIL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BIM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BIN,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BIP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BIQ,Liti1011,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,mutant,truncated,1,0
BIR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BIS,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BIT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,canonical,1,1
BKA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BKC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BKD,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mutant,mutant,1,1
BKE,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BKF,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKG,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKH,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKI,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKL,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BKN,Liti1011,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,truncated,mutant,0,1
BKP,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
BKQ,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BKR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BKS,Liti1011,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,mutant,mutant,1,1
BKT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BLA,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BLB,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BLC,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BLD,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BLE,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,missing,mutant,0,1
BLF,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,truncated,mutant,0,1
BLG,Liti1011,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,mutant,mutant,1,1
BLH,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,mutant,0,1
BLI,Liti1011,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,mutant,mutant,1,1
BLK,Liti1011,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,mutant,canonical,1,1
BLL,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BLM,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BLN,Liti1011,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,mutant,mutant,1,1
BLP,Liti1011,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,mutant,mutant,1,1
BLQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BLR,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BLS,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BLT,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BLV,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,mutant,1,1
BMA,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BMB,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BMC,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,truncated,0,0
BMD,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,truncated,mutant,0,1
BME,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BMF,Liti1011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,truncated,mutant,0,1
BMG,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BMH,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BMI,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BMK,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BML,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BMM,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,mutant,mutant,1,1
BMN,Liti1011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,missing,mutant,0,1
BMQ,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutant,truncated,1,0
BMR,Liti1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truncated,truncated,0,0
